	strings	type
4713	policy sanctioning	query
4714	politically related to	query
4715	popular for	query
4716	popular in	query
4717	popular with	query
4718	popularized	query
4719	popularized by	query
4720	popularized his name with	query
4721	popularized through	query
4722	popularizer of	query
4723	popularly known as	query
4724	population in	query
4725	portrayal in	query
4726	portrayal of	query
4727	portrayed	query
4728	portrayed a smaller version of	query
4729	portrayed as	query
4730	portrayed by	query
4731	portrayed in	query
4732	portrayed role in	query
4733	portraying	query
4734	portraying tension and solidarity between	query
4735	portrays	query
4736	portrays as	query
4737	portrays the life of	query
4738	poses as	query
4739	positioned at	query
4740	possessed by	query
4741	possesses	query
4742	possibly daughter of	query
4743	possibly from	query
4744	possibly the oldest daughter of	query
4745	postal address in	query
4746	posthumous title was	query
4747	posthumously known as	query
4748	powered by	query
4749	powers were extended into	query
4750	practiced law in	query
4751	practiced law with	query
4752	praetorian prefect of	query
4753	praised	query
4754	praised by	query
4755	praised for	query
4756	praised the leadership of	query
4757	praises	query
4758	preceded	query
4759	preceded by	query
4760	predeceased	query
4761	predeceased by	query
4762	predominantly	query
4763	preferred to live in	query
4764	premi red at	query
4765	premiere took place in	query
4766	premiered at	query
4767	premiered film at	query
4768	premiered in	query
4769	premiered on	query
4770	prepared for	query
4771	preparing for	query
4772	prequel	query
4773	prequel to	query
4774	presaged	query
4775	present president is	query
4776	presented	query
4777	presented at	query
4778	presented by	query
4779	presented himself at	query
4780	presented the script to	query
4781	presented to	query
4782	presents	query
4783	preserved	query
4784	preserved at	query
4785	preserved by	query
4786	preserved in	query
4787	presided over	query
4788	president from	query
4789	president of	query
4790	president until	query
4791	pressured	query
4792	pressured the college of cardinals to elect	query
4793	presumed	query
4794	presumed dead	query
4795	presumed to be	query
4796	presumes	query
4797	pretend to be	query
4798	pretended to be	query
4799	pretender to	query
4800	pretty persuasion	query
4801	prevailed on	query
4802	prevented deaths during	query
4803	prevented from releasing	query
4804	previous feature	query
4805	previous film version of	query
4806	previous version of	query
4807	previously adapted as	query
4808	previously adapted into	query
4809	previously collaborated on	query
4810	previously edited	query
4811	previously known as	query
4812	previously made into film by	query
4813	previously made into film in	query
4814	previously named	query
4815	previously played in	query
4816	prince bishop of	query
4817	prince of	query
4818	princess of	query
4819	principal photography began in	query
4820	principal photography took place from	query
4821	prior to the birth of	query
4822	proclaimed	query
4823	proclaimed by	query
4824	proclaimed judge along with	query
4825	proclaimed on	query
4826	produced	query
4827	produced after	query
4828	produced albums for	query
4829	produced and directed	query
4830	produced and directed by	query
4831	produced and distributed by	query
4832	produced and released	query
4833	produced and released by	query
4834	produced between	query
4835	produced by	query
4836	produced during	query
4837	produced films between	query
4838	produced films in	query
4839	produced for	query
4840	produced for exhibition on	query
4841	produced in	query
4842	produced in association with	query
4843	produced more than	query
4844	produced on	query
4845	produced programmes for	query
4846	produced records in	query
4847	produced under	query
4848	produced with	query
4849	producer correspondent for	query
4850	producer for	query
4851	producer of	query
4852	produces	query
4853	produces rankings of	query
4854	produces shows for	query
4855	production banner	query
4856	production companies	query
4857	production design by	query
4858	production handled by	query
4859	production headed by	query
4860	profession	query
4861	professionally known as	query
4862	professor of	query
4863	progenitor of	query
4864	project of	query
4865	projects include	query
4866	prologue inserted by	query
4867	prominent in	query
4868	prominent member during	query
4869	promised	query
4870	promoted	query
4871	promoted by	query
4872	promoted on	query
4873	promoted the cult of	query
4874	promoted to	query
4875	promoted to officer status at	query
4876	promoted with quote from	query
4877	promoted with tag line	query
4878	promoter of	query
4879	promotes	query
4880	promulgated	query
4881	pronounced as	query
4882	pronounced the same as	query
4883	proposed	query
4884	proposed as	query
4885	proposed in	query
4886	proposed the convening of	query
4887	proposed the sale of her rights to	query
4888	proposed to	query
4889	proposed to marry	query
4890	proposes to release	query
4891	prosecuted for	query
4892	prot g  of	query
4893	protect	query
4894	protect from	query
4895	protecting	query
4896	protecting wildlife in	query
4897	protects	query
4898	protested against	query
4899	protested the actions of	query
4900	prototype of	query
4901	provide information about	query
4902	provided	query
4903	provided aid to	query
4904	provided commentary for	query
4905	provided feedback for	query
4906	provided leadership in	query
4907	provided supplies to	query
4908	provided the voice of	query
4909	provided voice of	query
4910	provides	query
4911	provides advice to	query
4912	provides career launch for	query
4913	provides conversions between	query
4914	provides coverage in	query
4915	provides information about	query
4916	provides products and services through	query
4917	provost of	query
4918	publicized	query
4919	publicly whipped	query
4920	published	query
4921	published a book titled	query
4922	published an essay in	query
4923	published autobiography in	query
4924	published between	query
4925	published books about	query
4926	published by	query
4927	published for	query
4928	published from	query
4929	published games from	query
4930	published games until	query
4931	published his first work in	query
4932	published in	query
4933	published in conjunction with	query
4934	published in serial form in	query
4935	published more than a dozen books of	query
4936	published on	query
4937	published posthumously after	query
4938	published the work of	query
4939	published under	query
4940	published until	query
4941	published work under the name	query
4942	published works in	query
4943	publisher between	query
4944	publisher emeritus is	query
4945	publisher in	query
4946	publisher is	query
4947	publisher of	query
4948	publisher was	query
4949	publishes	query
4950	pupil of	query
4951	purchased	query
4952	purchased by	query
4953	purchased from	query
4954	purchased in	query
4955	pursued	query
4956	put under house arrest by	query
4957	queen consort of	query
4958	queen in	query
4959	queen mother of	query
4960	queen of	query
4961	queen of burgundy at	query
4962	questions	query
4963	quoted in	query
4964	raced at	query
4965	raced in	query
4966	raided	query
4967	raised	query
4968	raised by	query
4969	raised forces for	query
4970	raised in	query
4971	raised near	query
4972	raised questions about	query
4973	raised to	query
4974	raised to the peerage as	query
4975	rajkumar sang in	query
4976	rallied people against	query
4977	ran	query
4978	ran away from	query
4979	ran concurrently with	query
4980	ran film department in	query
4981	ran for	query
4982	ran for more than	query
4983	ran from	query
4984	ran in the 2015 local elections and secured	query
4985	ran on	query
4986	ran the blockade out of	query
4987	ran until	query
4988	ranked	query
4989	ranked  1 in	query
4990	ranked among	query
