	strings	type
6608	anti democratic formalism	query
6609	anti fascism	query
6610	anti imperialist	query
6611	anti people	query
6612	anti valois propaganda	query
6613	anticon	query
6614	antigua	query
6615	antioch college	query
6616	antipope felix v	query
6617	antipope paschal iii	query
6618	antiquarian	query
6619	antiquities of the jews	query
6620	antisemitic content	query
6621	antoanela marinovi	query
6622	antoine	query
6623	antoine  duke of lorraine	query
6624	antoine arnauld	query
6625	antoine henri van den hurk as archbishop of medan	query
6626	antoine jean baptiste	query
6627	antoine jean baptiste robert auget	query
6628	antoine jean baptiste thomas	query
6629	antoine louis decrest de saint germain	query
6630	antoinette of saxe coburg saalfeld	query
6631	anton arcane	query
6632	anton n kachl k	query
6633	anton shunto	query
6634	antonia	query
6635	antonia campbell hughes	query
6636	antonia major	query
6637	antonia minor	query
6638	antonia teresa pimentel	query
6639	antonin peretjatko	query
6640	antonin svoboda	query
6641	antonines	query
6642	antonino aberastian	query
6643	antonio buonfigli	query
6644	antonio carlos jobim	query
6645	antonio commisso	query
6646	antonio de cabez n	query
6647	antonio de cardona	query
6648	antonio del amo	query
6649	antonio lotti	query
6650	antonio mercero	query
6651	antonio musu	query
6652	antonio nani	query
6653	antonio rinaldi	query
6654	antony	query
6655	antony balch	query
6656	antony basker raj	query
6657	antony jay	query
6658	antony sher	query
6659	antony with his legions	query
6660	antun nalis	query
6661	antwerp	query
6662	antwerp  belgium	query
6663	antwon	query
6664	anu bradford	query
6665	anup kumar	query
6666	anup sengupta	query
6667	anup singh	query
6668	anupam kher	query
6669	anupama	query
6670	anvita dutt guptan	query
6671	any body any way	query
6672	any dream will do	query
6673	any more parts	query
6674	anyone put into a room with him	query
6675	ao	query
6676	ao karavas	query
6677	ao naga community	query
6678	ao naga community in nagaland	query
6679	aol	query
6680	aong village	query
6681	apaharan	query
6682	aparajito	query
6683	apasionadamente	query
6684	apeejay education society	query
6685	apeejay school  mahavir marg	query
6686	apeejay school  sheikh sarai	query
6687	apeejay schools	query
6688	apeejay stya university	query
6689	apenas un delincuente	query
6690	apennines	query
6691	apex digital	query
6692	apollinaris	query
6693	apollo	query
6694	apollo 13	query
6695	apolobamba mountain range	query
6696	apoorva mehta	query
6697	apopka  florida	query
6698	apoplexy	query
6699	apostolic nuncio to switzerland	query
6700	apostolic nuncio to venice	query
6701	appalachian english	query
6702	appearances on high stakes poker	query
6703	appian	query
6704	apple ii	query
6705	apple music festival	query
6706	apple river  illinois	query
6707	appleton	query
6708	applied graphics	query
6709	appointed muhammad khan sur	query
6710	appointment to prefect of cochabamba	query
6711	apposition	query
6712	apprentice to murder	query
6713	appropriate technology movement	query
6714	approximately	query
6715	appuleia varilla	query
6716	apr 1987	query
6717	april 1  1580	query
6718	april 1  1839	query
6719	april 1  1850	query
6720	april 1  1883	query
6721	april 1  1968	query
6722	april 1  2015	query
6723	april 10  1947	query
6724	april 10  2015	query
6725	april 1023	query
6726	april 11  1854	query
6727	april 11  1881	query
6728	april 11  1916	query
6729	april 11  1942	query
6730	april 11  2019	query
6731	april 12  1962	query
6732	april 13  1915	query
6733	april 13  1927	query
6734	april 13  1940	query
6735	april 13  1969	query
6736	april 13  1979	query
6737	april 13  2018	query
6738	april 1321	query
6739	april 1335	query
6740	april 14  1943	query
6741	april 14  1967	query
6742	april 14  1973	query
6743	april 14  1982	query
6744	april 14  1992	query
6745	april 14  2001	query
6746	april 14  2017	query
6747	april 15  1893	query
6748	april 15  1912	query
6749	april 15  1957	query
6750	april 15  2000	query
6751	april 16  1888	query
6752	april 16  1915	query
6753	april 16  1959	query
6754	april 16  1972	query
6755	april 16  1993	query
6756	april 16  1997	query
6757	april 17  1933	query
6758	april 17  1947	query
6759	april 17  1954	query
6760	april 17  2001	query
6761	april 17  2018	query
6762	april 1711	query
6763	april 18  1907	query
6764	april 18  1970	query
6765	april 18  1973	query
6766	april 18  1995	query
6767	april 18  2012	query
6768	april 19  1978	query
6769	april 1931	query
6770	april 1967	query
6771	april 2  1827	query
6772	april 2  1959	query
6773	april 2  1994	query
6774	april 2  2003	query
6775	april 2007	query
6776	april 2011	query
6777	april 2012	query
6778	april 2014	query
6779	april 2017	query
6780	april 2018	query
6781	april 21	query
6782	april 22  1922	query
6783	april 23  1894	query
6784	april 23  1926	query
6785	april 23  1969	query
6786	april 24  1929	query
6787	april 24  1978	query
6788	april 25  1728	query
6789	april 26  1908	query
6790	april 26  1954	query
6791	april 26  1958	query
6792	april 26  2010	query
6793	april 26  2017	query
6794	april 27  1935	query
6795	april 27  1975	query
6796	april 27  2012	query
6797	april 28  1847	query
6798	april 28  1884	query
6799	april 28  1918	query
6800	april 28  1941	query
6801	april 28  1948	query
6802	april 28  2013	query
6803	april 28  790	query
6804	april 29  1980	query
6805	april 30  1939	query
6806	april 30  1951	query
6807	april 30  1981	query
6808	april 30  1982	query
6809	april 30  2007	query
6810	april 4  1934	query
6811	april 4  1969	query
6812	april 4  2008	query
6813	april 4  2014	query
6814	april 4  2017	query
6815	april 5  1832	query
6816	april 5  1926	query
6817	april 5  1997	query
6818	april 6  1942	query
6819	april 6  1991	query
6820	april 7  1627	query
6821	april 7  1938	query
6822	april 7  1981	query
6823	april 8  1866	query
6824	april 8  1881	query
6825	april 8  1919	query
6826	april 8  1984	query
6827	april 8  1997	query
6828	april 8  2016	query
6829	april 9  1955	query
6830	april 9  1975	query
6831	april 9  1981	query
6832	apur mac river	query
6833	apur sansar the world of apu	query
6834	aqaba	query
6835	aquatic gastropod mollusk	query
6836	aquatic gastropod mollusks	query
6837	aquia district	query
6838	aquileia	query
6839	ar american record	query
6840	ara nou	query
6841	arab   byzantine wars	query
6842	arab  udhri poet	query
6843	arab and iranian elites	query
6844	arab media group	query
6845	arab military settlers of fustat	query
6846	arabella fermor	query
6847	arabia	query
6848	arabia felix	query
6849	arabian horses	query
6850	arabian mission	query
6851	arabic	query
6852	arabic literature	query
6853	arabs	query
6854	araby lockhart	query
6855	aragon	query
6856	aragonese captivity	query
6857	aragonese court	query
6858	aragonese crown	query
6859	aragonese noblewoman	query
6860	arakan	query
6861	arakanese navy	query
6862	aram   aram   kinnaram	query
6863	aram  aram  kinnaram	query
6864	aram avakian	query
6865	aram il yich khachaturian	query
6866	aram khachaturian	query
6867	arani province	query
6868	aranyer din ratri	query
6869	arapahoe county	query
6870	arbon	query
6871	arborea	query
6872	arborea of the lacon dynasty	query
6873	arborea s first dynasty	query
6874	arborea to alfonso v	query
6875	arbuthnott house	query
6876	arca racing series	query
6877	arcadius	query
6878	arch stanton	query
6879	archaeological survey of india	query
6880	archaeologist	query
6881	archambaud ix de dampierre	query
6882	archambaud ix of bourbon	query
6883	archambaud viii	query
6884	archambaud viii of bourbon	query
6885	archana kavi	query
6886	archbishop of canterbury	query
6887	archbishop of cologne	query
6888	archbishop of dubrovnik	query
6889	archbishop of gniezno	query
6890	archbishop of lyon	query
6891	archbishop of trondheim to assign an estonian monk nicolaus living in stavanger to go to fulco s assistance	query
6892	archbishop until 2009	query
6893	archbishopric of cologne	query
6894	archbishopric of magdeburg	query
6895	archdeacon of raphoe	query
6896	archdiocese	query
6897	archdiocese of los angeles	query
6898	archdiocese of medan	query
6899	archduchess elisabeth amalie of austria	query
6900	archduchess elisabeth of austria	query
6901	archduchess hedwig of austria	query
6902	archduchess margarete sophie of austria	query
6903	archduchess margarethe klementine maria of austria	query
6904	archduchess margarethe klementine of austria	query
6905	archduchess maria amalia of austria	query
6906	archduchess maria anna of austria	query
6907	archduchess maria annunciata of austria	query
6908	archduchess maria antonia of austria	query
6909	archduchess maria carolina of austria	query
6910	archduchess maria elisabeth of austria	query
6911	archduchess maria immakulata	query
6912	archduchess maria isabella of austria	query
6913	archduchess maria josepha of austria	query
6914	archduchess maria luisa of austria	query
6915	archduchess maria of austria	query
6916	archduchess maria theresa	query
6917	archduchess maria theresa of austria	query
6918	archduchess marie caroline of austria	query
6919	archduchess of austria	query
6920	archduchess of austria este	query
6921	archduchess rosa of austria	query
6922	archduke anton	query
6923	archduke anton of austria	query
6924	archduke ferdinand karl joseph of austria este	query
6925	archduke ferdinand karl viktor	query
6926	archduke ferdinand of austria este	query
6927	archduke franz ferdinand	query
6928	archduke franz ferdinand of austria	query
6929	archduke franz josef	query
6930	archduke franz karl	query
6931	archduke franz karl of austria	query
6932	archduke franz salvator of austria	query
6933	archduke hubert salvator	query
6934	archduke joseph august of austria	query
6935	archduke karl ludwig of austria	query
6936	archduke karl pius of austria	query
6937	archduke karl salvator	query
6938	archduke karl salvator of austria	query
6939	archduke leopold salvator	query
6940	archduke leopold salvator of austria	query
6941	archduke markus emanuel salvator	query
6942	archduke maximilian of austria este	query
6943	archduke of austria	query
6944	archduke of austria este	query
6945	archduke otto of austria	query
6946	archduke otto von habsburg	query
6947	archduke rainer of austria	query
6948	archduke sigismund  grand duke of tuscany	query
6949	archduke stefan	query
6950	archelaus	query
6951	archelaus  herod antipas  philip  and salome i	query
6952	archeologist	query
6953	archibald alexander	query
6954	archibald douglas	query
6955	archibald douglas  6th earl of angus	query
6956	archibald douglas  earl of moray	query
6957	archibald hamilton	query
6958	archibald hamilton rowan	query
6959	archibald rutledge	query
6960	archie andrews	query
6961	archie mountbatten windsor	query
6962	architect	query
6963	architect of kinlet hall	query
6964	architect walter craig in  dead of night	query
